name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Anton Khudobin,35,G,STANDARD CONTRACT,UFA,3.14,"July  1, 2018"
Jake Oettinger,22,G,ENTRY-LEVEL CONTRACT,RFA,1.16,"March 25, 2019"
Dylan Larkin,24,"C, LW",STANDARD CONTRACT,UFA,7.67,"August 10, 2018"
Dylan Larkin,24,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.34,"May 21, 2015"
Frans Nielsen,37,"C, LW",STANDARD CONTRACT,UFA,7.19,"July  1, 2016"
Frans Nielsen,37,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.22,"May 15, 2006"
Frans Nielsen,37,"C, LW",STANDARD CONTRACT,UFA,0.93,"July 19, 2008"
Frans Nielsen,37,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,4.28,"February  6, 2012"
Darren Helm,34,"C, LW, RW",STANDARD CONTRACT,UFA,5.27,"July  1, 2016"
Darren Helm,34,"C, LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.36,"September 27, 2006"
Darren Helm,34,"C, LW, RW",STANDARD CONTRACT,RFA,1.54,"August  4, 2010"
Darren Helm,34,"C, LW, RW",STANDARD CONTRACT,UFA,3.54,"July 19, 2012"
Jakub Vrána,25,LW,STANDARD CONTRACT,RFA,4.11,"July 16, 2019"
Jakub Vrána,25,LW,ENTRY-LEVEL CONTRACT,RFA,1.34,"July 15, 2014"
Valtteri Filppula,37,"C, LW",35+ CONTRACT,UFA,3.68,"July  1, 2019"
Valtteri Filppula,37,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.88,"August 19, 2005"
Valtteri Filppula,37,"C, LW",STANDARD CONTRACT,UFA,5.29,"July 30, 2008"
Valtteri Filppula,37,"C, LW",STANDARD CONTRACT,UFA,7.78,"July  5, 2013"
Valtteri Filppula,37,"C, LW",STANDARD CONTRACT,UFA,3.46,"July  1, 2018"
Richard Pánik,30,"LW, RW",STANDARD CONTRACT,UFA,3.37,"July  1, 2019"
Richard Pánik,30,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.25,"May 12, 2011"
Richard Pánik,30,"LW, RW",STANDARD CONTRACT,RFA,1.07,"July 11, 2014"
Richard Pánik,30,"LW, RW",STANDARD CONTRACT,RFA,1.37,"July  1, 2015"
Richard Pánik,30,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,1.23,"June 15, 2016"
Richard Pánik,30,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,3.84,"May 11, 2017"
Vladislav Namestnikov,28,"RW, LW, C",STANDARD CONTRACT,UFA,2.45,"October 11, 2020"
Vladislav Namestnikov,28,"RW, LW, C",ENTRY-LEVEL CONTRACT,RFA,1.44,"March 13, 2012"
Vladislav Namestnikov,28,"RW, LW, C",STANDARD CONTRACT,RFA,1.20,"July 17, 2015"
Vladislav Namestnikov,28,"RW, LW, C",STANDARD CONTRACT,RFA,2.65,"July 26, 2016"
Vladislav Namestnikov,28,"RW, LW, C",STANDARD CONTRACT,UFA,5.03,"July  1, 2018"
Luke Glendening,32,"C, RW, LW",STANDARD CONTRACT (EXTENSION),UFA,2.47,"July 14, 2016"
Luke Glendening,32,"C, RW, LW",ENTRY-LEVEL CONTRACT,RFA,0.89,"July 18, 2013"
Luke Glendening,32,"C, RW, LW",STANDARD CONTRACT (EXTENSION),UFA,0.98,"April  5, 2014"
Adam Erne,26,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,1.22,"October  8, 2020"
Adam Erne,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.41,"April  1, 2014"
Adam Erne,26,"LW, RW",STANDARD CONTRACT,RFA,1.01,"July 11, 2018"
Adam Erne,26,"LW, RW",STANDARD CONTRACT,UFA (No QO),1.29,"August 14, 2019"
Filip Zadina,21,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.16,"July  7, 2018"
Michael Rasmussen,22,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.23,"August  5, 2017"
Evgeny Svechnikov,24,LW,STANDARD CONTRACT (EXTENSION),RFA,1.07,"August  9, 2020"
Evgeny Svechnikov,24,LW,ENTRY-LEVEL CONTRACT,10.2(c),1.21,"October  2, 2015"
Sam Gagner,31,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,1.04,"September 26, 2020"
Sam Gagner,31,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.74,"October  1, 2007"
Sam Gagner,31,"C, RW",STANDARD CONTRACT,RFA,3.83,"August 29, 2010"
Sam Gagner,31,"C, RW",STANDARD CONTRACT,RFA,5.33,"July 22, 2012"
Sam Gagner,31,"C, RW",STANDARD CONTRACT,UFA,7.47,"July 22, 2013"
Sam Gagner,31,"C, RW",STANDARD CONTRACT,UFA,0.89,"August  1, 2016"
Sam Gagner,31,"C, RW",STANDARD CONTRACT,UFA,4.20,"July  1, 2017"
Marc Staal,34,LD,STANDARD CONTRACT (EXTENSION),UFA,8.26,"January 18, 2015"
Marc Staal,34,LD,ENTRY-LEVEL CONTRACT,RFA,2.03,"September 21, 2005"
Marc Staal,34,LD,STANDARD CONTRACT,UFA,6.69,"September 15, 2010"
Troy Stecher,27,RD,STANDARD CONTRACT,UFA,2.09,"October 10, 2020"
Troy Stecher,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.30,"April 13, 2016"
Troy Stecher,27,RD,STANDARD CONTRACT,UFA (No QO),2.92,"July 20, 2018"
Christian Djoos,26,LD,STANDARD CONTRACT (EXTENSION),RFA,1.23,"May  6, 2020"
Christian Djoos,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.03,"May 16, 2014"
Christian Djoos,26,LD,STANDARD CONTRACT (EXTENSION),RFA,0.87,"June 22, 2017"
Christian Djoos,26,LD,STANDARD CONTRACT,RFA,1.53,"July 24, 2019"
Dennis Cholowski,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.27,"April  5, 2017"
Alex Biega,33,RD,STANDARD CONTRACT (EXTENSION),UFA,1.07,"March  8, 2020"
Alex Biega,33,RD,ENTRY-LEVEL CONTRACT,RFA,0.89,"May 25, 2010"
Alex Biega,33,RD,STANDARD CONTRACT,UFA,0.96,"August  7, 2012"
Alex Biega,33,RD,STANDARD CONTRACT,UFA,0.93,"July  6, 2013"
Alex Biega,33,RD,STANDARD CONTRACT,UFA,0.87,"July  4, 2014"
Alex Biega,33,RD,STANDARD CONTRACT (EXTENSION),UFA,0.84,"June 30, 2015"
Alex Biega,33,RD,STANDARD CONTRACT (EXTENSION),UFA,1.05,"February  1, 2016"
Alex Biega,33,RD,STANDARD CONTRACT (EXTENSION),UFA,1.10,"February 28, 2018"
Gustav Lindström,22,RD,ENTRY-LEVEL CONTRACT,RFA,1.03,"May 25, 2018"
Filip Hronek,23,RD,ENTRY-LEVEL CONTRACT,RFA,0.99,"July 14, 2016"
Wyatt Newpower,23,RD,ENTRY-LEVEL CONTRACT,RFA,0.98,"May 31, 2021"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,4.42,"October 10, 2020"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,0.97,"August 12, 2009"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,0.91,"July  6, 2011"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,1.17,"July  5, 2013"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,1.45,"July  1, 2014"
Thomas Greiss,35,G,STANDARD CONTRACT,UFA,2.10,"July  1, 2015"
Thomas Greiss,35,G,STANDARD CONTRACT (EXTENSION),UFA,4.57,"January 30, 2017"
Jonathan Bernier,32,G,STANDARD CONTRACT,UFA,3.77,"July  1, 2018"
Jonathan Bernier,32,G,ENTRY-LEVEL CONTRACT,RFA,1.93,"October 13, 2006"
Jonathan Bernier,32,G,STANDARD CONTRACT (EXTENSION),RFA,2.10,"October  4, 2010"
Jonathan Bernier,32,G,STANDARD CONTRACT,RFA,4.51,"July  5, 2013"
Jonathan Bernier,32,G,STANDARD CONTRACT,UFA,5.81,"August  2, 2015"
Jonathan Bernier,32,G,STANDARD CONTRACT,UFA,3.67,"July  1, 2017"
Jonathan Huberdeau,28,LW,STANDARD CONTRACT (EXTENSION),UFA,8.08,"September  6, 2016"
Jonathan Huberdeau,28,LW,ENTRY-LEVEL CONTRACT,RFA,1.44,"October 11, 2011"
Jonathan Huberdeau,28,LW,STANDARD CONTRACT,RFA,4.55,"September 17, 2015"
Aleksander Barkov,25,C,STANDARD CONTRACT (EXTENSION),UFA,8.08,"January 25, 2016"
Aleksander Barkov,25,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"July 14, 2013"
Patric Hörnqvist,34,RW,STANDARD CONTRACT (EXTENSION),UFA,7.07,"February 26, 2018"
Patric Hörnqvist,34,RW,ENTRY-LEVEL CONTRACT,RFA,1.33,"June  1, 2007"
Patric Hörnqvist,34,RW,STANDARD CONTRACT,RFA,5.19,"August 24, 2010"
Patric Hörnqvist,34,RW,STANDARD CONTRACT (EXTENSION),UFA,6.61,"April 30, 2013"
Sam Bennett,24,"LW, C, RW",STANDARD CONTRACT,RFA,3.13,"July 24, 2019"
Sam Bennett,24,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.34,"July 26, 2014"
Sam Bennett,24,"LW, C, RW",STANDARD CONTRACT,RFA,2.60,"September  6, 2017"
Frank Vatrano,27,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,3.19,"February 23, 2019"
Frank Vatrano,27,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.15,"March 15, 2015"
Frank Vatrano,27,"RW, LW",STANDARD CONTRACT (EXTENSION),RFA,1.16,"June 29, 2018"
Alexander Wennberg,26,C,STANDARD CONTRACT,UFA,2.76,"October  9, 2020"
Alexander Wennberg,26,C,ENTRY-LEVEL CONTRACT,RFA,1.44,"May 26, 2014"
Alexander Wennberg,26,C,STANDARD CONTRACT,UFA,6.53,"September  1, 2017"
Anthony Duclair,25,"LW, RW",STANDARD CONTRACT,RFA,2.09,"December 17, 2020"
Anthony Duclair,25,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.25,"January  9, 2014"
Anthony Duclair,25,"LW, RW",STANDARD CONTRACT,UFA (No QO),1.60,"September  3, 2017"
Anthony Duclair,25,"LW, RW",STANDARD CONTRACT,RFA,0.82,"July  5, 2018"
Anthony Duclair,25,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA (No QO),2.08,"June 17, 2019"
Noel Acciari,29,"RW, C",STANDARD CONTRACT,UFA,2.05,"July  1, 2019"
Noel Acciari,29,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.15,"June  3, 2015"
Noel Acciari,29,"RW, C",STANDARD CONTRACT (EXTENSION),UFA,0.97,"June 28, 2017"
Nikita Gusev,28,"RW, LW",STANDARD CONTRACT,UFA,1.23,"April 11, 2021"
Nikita Gusev,28,"RW, LW",ENTRY-LEVEL CONTRACT,10.2(c),1.16,"April 14, 2019"
Nikita Gusev,28,"RW, LW",STANDARD CONTRACT,UFA,5.52,"July 29, 2019"
Carter Verhaeghe,25,"C, LW",STANDARD CONTRACT,RFA,1.23,"October  9, 2020"
Carter Verhaeghe,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.26,"April  2, 2014"
Carter Verhaeghe,25,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,0.87,"June 12, 2018"
Carter Verhaeghe,25,"C, LW",STANDARD CONTRACT,UFA (No QO),0.86,"July  5, 2019"
Lucas Wallmark,25,C,STANDARD CONTRACT,RFA,1.17,"October 12, 2020"
Lucas Wallmark,25,C,ENTRY-LEVEL CONTRACT,RFA,0.99,"June 16, 2015"
Lucas Wallmark,25,C,STANDARD CONTRACT,UFA (No QO),0.85,"July 12, 2018"
Aleksi Heponiemi,22,C,ENTRY-LEVEL CONTRACT,RFA,1.16,"May 15, 2019"
Grigori Denisenko,20,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.14,"July 15, 2020"
Eetu Luostarinen,22,C,ENTRY-LEVEL CONTRACT,RFA,1.13,"May 30, 2019"
Cole Schwindt,20,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.07,"April  8, 2020"
Owen Tippett,22,RW,ENTRY-LEVEL CONTRACT,RFA,1.23,"July 19, 2017"
Juho Lammikko,25,"C, LW, RW",STANDARD CONTRACT,RFA,0.89,"November 24, 2020"
Juho Lammikko,25,"C, LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.00,"April 15, 2016"
Ryan Lomberg,26,"LW, C",STANDARD CONTRACT,UFA,0.89,"October  9, 2020"
Ryan Lomberg,26,"LW, C",ENTRY-LEVEL CONTRACT,RFA,0.97,"March 17, 2017"
Ryan Lomberg,26,"LW, C",STANDARD CONTRACT,UFA (Group 6),0.86,"July 16, 2019"
Mason Marchment,26,"LW, RW",STANDARD CONTRACT,UFA (Group 6),0.86,"November  3, 2020"
Mason Marchment,26,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,0.98,"April  5, 2021"
Mason Marchment,26,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.02,"March 18, 2018"
Scott Wilson,29,LW,STANDARD CONTRACT,UFA,0.86,"October 21, 2020"
Scott Wilson,29,LW,ENTRY-LEVEL CONTRACT,RFA,0.95,"May 26, 2014"
Scott Wilson,29,LW,STANDARD CONTRACT (EXTENSION),UFA (No QO),0.88,"March 14, 2016"
Scott Wilson,29,LW,STANDARD CONTRACT,UFA,1.32,"July  1, 2018"
Keith Yandle,34,LD,STANDARD CONTRACT (EXTENSION),UFA,8.70,"June 23, 2016"
Keith Yandle,34,LD,ENTRY-LEVEL CONTRACT,RFA,1.56,"May  5, 2006"
Keith Yandle,34,LD,STANDARD CONTRACT,RFA,2.11,"July 17, 2009"
Keith Yandle,34,LD,STANDARD CONTRACT,UFA,8.16,"July  5, 2011"
Anton Strålman,34,RD,STANDARD CONTRACT,UFA,6.75,"July  1, 2019"
Anton Strålman,34,RD,ENTRY-LEVEL CONTRACT,RFA,1.22,"May 16, 2007"
Anton Strålman,34,RD,STANDARD CONTRACT,UFA,3.28,"July 28, 2010"
Anton Strålman,34,RD,STANDARD CONTRACT,RFA,1.40,"November  4, 2011"
Anton Strålman,34,RD,STANDARD CONTRACT,UFA,2.83,"July 26, 2012"
Anton Strålman,34,RD,STANDARD CONTRACT,UFA,6.52,"July  1, 2014"
Brandon Montour,27,LD/RD,STANDARD CONTRACT,UFA,4.72,"October 10, 2020"
Brandon Montour,27,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.34,"March 16, 2015"
Brandon Montour,27,LD/RD,STANDARD CONTRACT,RFA,4.26,"July 24, 2018"
MacKenzie Weegar,27,LD/RD,STANDARD CONTRACT,UFA,3.99,"November  6, 2020"
MacKenzie Weegar,27,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.06,"May 31, 2014"
MacKenzie Weegar,27,LD/RD,STANDARD CONTRACT,RFA,0.90,"August  3, 2017"
MacKenzie Weegar,27,LD/RD,STANDARD CONTRACT,RFA,1.13,"July 25, 2018"
MacKenzie Weegar,27,LD/RD,STANDARD CONTRACT,RFA,1.96,"July 22, 2019"
Markus Nutivaara,27,RD,STANDARD CONTRACT (EXTENSION),UFA,3.60,"March 29, 2018"
Markus Nutivaara,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.15,"May  3, 2016"
Radko Gudas,31,RD,STANDARD CONTRACT,UFA,3.07,"October  9, 2020"
Radko Gudas,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.01,"August  9, 2010"
Radko Gudas,31,RD,STANDARD CONTRACT (EXTENSION),RFA,1.54,"May  7, 2013"
Radko Gudas,31,RD,STANDARD CONTRACT (EXTENSION),UFA,4.59,"June 23, 2016"
Chase Priskie,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"August 17, 2019"
Matt Kiersted,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.05,"April  1, 2021"
John Ludvig,20,LD,ENTRY-LEVEL CONTRACT,RFA,1.05,"March 30, 2020"
Vladislav Kolyachonok,20,LD,ENTRY-LEVEL CONTRACT,RFA,0.98,"September 13, 2019"
Lucas Carlsson,23,LD,ENTRY-LEVEL CONTRACT,RFA,1.06,"May 21, 2018"
Brady Keeper,25,RD,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.88,"August 31, 2020"
Brady Keeper,25,RD,ENTRY-LEVEL CONTRACT,10.2(c),1.16,"March 18, 2019"
Noah Juulsen,24,RD,STANDARD CONTRACT (EXTENSION),RFA,0.86,"October  8, 2020"
Noah Juulsen,24,RD,ENTRY-LEVEL CONTRACT,RFA,1.30,"July  9, 2015"
Kevin Connauton,31,LD,STANDARD CONTRACT,UFA,0.86,"January 13, 2021"
Kevin Connauton,31,LD,STANDARD CONTRACT (EXTENSION),UFA,1.01,"June  1, 2021"
Kevin Connauton,31,LD,ENTRY-LEVEL CONTRACT,RFA,1.20,"April 28, 2010"
Kevin Connauton,31,LD,STANDARD CONTRACT (EXTENSION),UFA (No QO),1.06,"June 13, 2013"
Kevin Connauton,31,LD,STANDARD CONTRACT,UFA,1.37,"July  1, 2016"
Kevin Connauton,31,LD,STANDARD CONTRACT (EXTENSION),UFA,1.73,"June 27, 2018"
Gustav Forsling,25,LD,STANDARD CONTRACT,RFA,0.86,"October 23, 2020"
Gustav Forsling,25,LD,ENTRY-LEVEL CONTRACT,RFA,1.20,"May 11, 2016"
Gustav Forsling,25,LD,STANDARD CONTRACT,RFA,1.07,"July 15, 2019"
Sergei Bobrovsky,32,G,STANDARD CONTRACT,UFA,12.27,"July  1, 2019"
Sergei Bobrovsky,32,G,ENTRY-LEVEL CONTRACT,RFA,1.52,"May  6, 2010"
Sergei Bobrovsky,32,G,STANDARD CONTRACT,RFA,8.75,"July  1, 2013"
Sergei Bobrovsky,32,G,STANDARD CONTRACT (EXTENSION),UFA,10.17,"January 11, 2015"
Spencer Knight,20,G,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 31, 2021"
Chris Driedger,27,G,STANDARD CONTRACT (EXTENSION),UFA,1.07,"April 30, 2019"
Chris Driedger,27,G,ENTRY-LEVEL CONTRACT,RFA,1.17,"April  1, 2014"
Chris Driedger,27,G,STANDARD CONTRACT,UFA (No QO),0.98,"July  5, 2017"
Chris Driedger,27,G,STANDARD CONTRACT,UFA (Group 6),0.82,"February 24, 2019"
Samuel Montembeault,24,G,STANDARD CONTRACT,RFA,0.86,"December 22, 2020"
Samuel Montembeault,24,G,ENTRY-LEVEL CONTRACT,10.2(c),1.02,"May 10, 2016"
Samuel Montembeault,24,G,STANDARD CONTRACT,RFA,0.87,"July 15, 2019"
Philippe Desrosiers,25,G,STANDARD CONTRACT,UFA (Group 6),0.86,"October 14, 2020"
Philippe Desrosiers,25,G,ENTRY-LEVEL CONTRACT,RFA,1.06,"May 26, 2014"
Philippe Desrosiers,25,G,STANDARD CONTRACT,UFA (No QO),0.90,"July 12, 2018"
Philippe Desrosiers,25,G,STANDARD CONTRACT,UFA (No QO),0.86,"July  2, 2019"
Ryan Johansen,28,"C, RW",STANDARD CONTRACT,UFA,10.67,"July 28, 2017"
Ryan Johansen,28,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.52,"September  9, 2010"
Ryan Johansen,28,"C, RW",STANDARD CONTRACT,RFA,5.80,"October  6, 2014"
Matt Duchene,30,"C, LW",STANDARD CONTRACT,UFA,9.82,"July  1, 2019"
Matt Duchene,30,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.58,"July 16, 2009"
Matt Duchene,30,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,5.83,"June 23, 2012"
Matt Duchene,30,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,9.33,"July 18, 2013"
Filip Forsberg,26,LW,STANDARD CONTRACT (EXTENSION),UFA,8.22,"June 27, 2016"
Filip Forsberg,26,LW,ENTRY-LEVEL CONTRACT,RFA,1.54,"July 16, 2012"
Viktor Arvidsson,28,"RW, LW",STANDARD CONTRACT,UFA,5.67,"July 22, 2017"
Viktor Arvidsson,28,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,0.92,"July 15, 2014"
Mikael Granlund,29,"C, RW",STANDARD CONTRACT,UFA,4.60,"December 23, 2020"
Mikael Granlund,29,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.40,"May 25, 2012"
Mikael Granlund,29,"C, RW",STANDARD CONTRACT,RFA,4.11,"July  1, 2015"
Mikael Granlund,29,"C, RW",STANDARD CONTRACT,UFA,7.67,"August  1, 2017"
Colton Sissons,27,"RW, C",STANDARD CONTRACT,UFA,3.51,"July 23, 2019"
Colton Sissons,27,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.09,"September 15, 2012"
Colton Sissons,27,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,0.88,"February 22, 2016"
Luke Kunin,23,"RW, C",STANDARD CONTRACT,RFA,2.82,"January  6, 2021"
Luke Kunin,23,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.27,"March 23, 2017"
Rocco Grimaldi,28,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,2.45,"February 24, 2020"
Rocco Grimaldi,28,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.44,"May 26, 2014"
Rocco Grimaldi,28,"LW, RW",STANDARD CONTRACT,UFA (Group 6),1.00,"July 26, 2017"
Rocco Grimaldi,28,"LW, RW",STANDARD CONTRACT,RFA,0.82,"July  1, 2018"
Rocco Grimaldi,28,"LW, RW",STANDARD CONTRACT,UFA,1.23,"August  6, 2019"
Calle Järnkrok,29,"LW, C, RW",STANDARD CONTRACT,UFA,2.74,"July 27, 2016"
Calle Järnkrok,29,"LW, C, RW",ENTRY-LEVEL CONTRACT,RFA,1.11,"May 31, 2012"
Calle Järnkrok,29,"LW, C, RW",STANDARD CONTRACT,RFA,1.01,"July 17, 2015"
Erik Haula,30,"C, LW",STANDARD CONTRACT,UFA,2.15,"December 23, 2020"
Erik Haula,30,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.40,"April 10, 2013"
Erik Haula,30,"C, LW",STANDARD CONTRACT,RFA,1.40,"August  2, 2015"
Erik Haula,30,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,3.67,"June 21, 2017"
Nick Cousins,27,"LW, C",STANDARD CONTRACT,UFA,1.84,"October  9, 2020"
Nick Cousins,27,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.31,"March 27, 2013"
Nick Cousins,27,"LW, C",STANDARD CONTRACT,RFA,1.15,"July 14, 2016"
Nick Cousins,27,"LW, C",STANDARD CONTRACT,UFA (No QO),1.33,"July  1, 2017"
Nick Cousins,27,"LW, C",STANDARD CONTRACT,UFA (No QO),1.23,"July  5, 2019"
Brad Richardson,36,C,35+ CONTRACT,UFA,1.23,"October 12, 2020"
Brad Richardson,36,C,ENTRY-LEVEL CONTRACT,RFA,1.43,"July 28, 2005"
Brad Richardson,36,C,STANDARD CONTRACT,RFA,1.04,"September 15, 2008"
Brad Richardson,36,C,STANDARD CONTRACT,RFA,1.52,"July 17, 2010"
Brad Richardson,36,C,STANDARD CONTRACT,UFA,1.83,"July 12, 2011"
Brad Richardson,36,C,STANDARD CONTRACT,UFA,1.79,"July  5, 2013"
Brad Richardson,36,C,STANDARD CONTRACT,UFA,2.92,"July  1, 2015"
Brad Richardson,36,C,STANDARD CONTRACT,UFA,1.57,"July  3, 2018"
Philip Tomasino,19,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.10,"October 21, 2019"
Eeli Tolvanen,22,LW,ENTRY-LEVEL CONTRACT,RFA,1.23,"March 29, 2018"
Rem Pitlick,24,C,STANDARD CONTRACT,RFA,1.07,"October 18, 2020"
Rem Pitlick,24,C,ENTRY-LEVEL CONTRACT,10.2(c),1.16,"March 22, 2019"
Mathieu Olivier,24,RW,ENTRY-LEVEL CONTRACT,RFA,0.92,"May  1, 2019"
Yakov Trenin,24,"LW, C",STANDARD CONTRACT (EXTENSION),RFA,0.89,"September 24, 2020"
Yakov Trenin,24,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.11,"July 10, 2015"
Tanner Jeannot,24,LW,ENTRY-LEVEL CONTRACT,RFA,0.95,"April  2, 2018"
Michael McCarron,26,"RW, C",STANDARD CONTRACT (EXTENSION),RFA,0.86,"September 23, 2020"
Michael McCarron,26,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.44,"July 14, 2013"
Michael McCarron,26,"RW, C",STANDARD CONTRACT,RFA,1.10,"September 10, 2018"
Michael McCarron,26,"RW, C",STANDARD CONTRACT,UFA (Group 6),0.86,"July 27, 2019"
Roman Josi,31,LD,STANDARD CONTRACT (EXTENSION),UFA,11.12,"October 29, 2019"
Roman Josi,31,LD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May 27, 2010"
Roman Josi,31,LD,STANDARD CONTRACT (EXTENSION),UFA,6.22,"June 10, 2013"
Ryan Ellis,30,RD,STANDARD CONTRACT (EXTENSION),UFA,7.86,"August 14, 2018"
Ryan Ellis,30,RD,ENTRY-LEVEL CONTRACT,RFA,1.58,"October 19, 2009"
Ryan Ellis,30,RD,STANDARD CONTRACT,UFA,3.62,"October  5, 2014"
Erik Gudbranson,29,RD,STANDARD CONTRACT (EXTENSION),UFA,5.33,"February 20, 2018"
Erik Gudbranson,29,RD,ENTRY-LEVEL CONTRACT,RFA,1.52,"June 16, 2011"
Erik Gudbranson,29,RD,STANDARD CONTRACT,RFA,3.62,"July 10, 2014"
Erik Gudbranson,29,RD,STANDARD CONTRACT (EXTENSION),RFA,4.79,"May  9, 2016"
Erik Gudbranson,29,RD,STANDARD CONTRACT (EXTENSION),UFA,4.79,"June 15, 2017"
Mattias Ekholm,31,LD,STANDARD CONTRACT (EXTENSION),UFA,5.25,"October 26, 2015"
Mattias Ekholm,31,LD,ENTRY-LEVEL CONTRACT,RFA,1.52,"May 12, 2011"
Mattias Ekholm,31,LD,STANDARD CONTRACT,RFA,1.50,"July  9, 2014"
Matthew Benning,27,RD,STANDARD CONTRACT,UFA,1.23,"October  9, 2020"
Matthew Benning,27,RD,ENTRY-LEVEL CONTRACT,RFA,1.27,"August 27, 2016"
Matthew Benning,27,RD,STANDARD CONTRACT (EXTENSION),UFA (No QO),2.53,"June 19, 2018"
David Farrance,21,LD,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 28, 2021"
Dante Fabbro,22,RD,ENTRY-LEVEL CONTRACT,RFA,1.16,"March 27, 2019"
Jeremy Davies,24,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"April  3, 2019"
Alexandre Carrier,24,RD,STANDARD CONTRACT (EXTENSION),RFA,0.90,"April 15, 2020"
Alexandre Carrier,24,RD,ENTRY-LEVEL CONTRACT,RFA,0.97,"November 12, 2015"
Ben Harpur,26,LD,STANDARD CONTRACT (EXTENSION),RFA,0.86,"May  1, 2020"
Ben Harpur,26,LD,ENTRY-LEVEL CONTRACT,RFA,0.91,"November  6, 2014"
Ben Harpur,26,LD,STANDARD CONTRACT (EXTENSION),RFA,0.97,"February  9, 2018"
Tyler Lewington,26,RD,STANDARD CONTRACT,UFA (Group 6),0.86,"October 13, 2020"
Tyler Lewington,26,RD,ENTRY-LEVEL CONTRACT,RFA,0.96,"March  4, 2015"
Tyler Lewington,26,RD,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.90,"May 18, 2018"
Pekka Rinne,38,G,35+ CONTRACT (EXTENSION),UFA,6.29,"November  3, 2018"
Pekka Rinne,38,G,ENTRY-LEVEL CONTRACT,RFA,1.17,"August 23, 2005"
Pekka Rinne,38,G,STANDARD CONTRACT (EXTENSION),UFA,1.24,"June 25, 2007"
Pekka Rinne,38,G,STANDARD CONTRACT (EXTENSION),UFA,1.28,"July 25, 2008"
