name,cap_hit_percentage_at_signing,signing_date,age_at_signing,is_ufa,expires_as_ufa,is_center,is_winger,is_defenseman,prev_1_goals,prev_2_goals,prev_3_goals,prev_1_assists,prev_2_assists,prev_3_assists,prev_1_xgf,prev_2_xgf,prev_3_xgf,prev_1_corsi,prev_2_corsi,prev_3_corsi,prev_1_sh,prev_2_sh,prev_3_sh
Marko Dano,0.0101,2018-07-24,24.0,0,0,1,1,0,2.0,4.0,5.0,1.0,7.0,5.0,0.52,0.6,0.53,0.51,0.52,0.55,0.0909,0.0909,0.0909
Marko Dano,0.0116,2017-06-13,22.0,0,0,1,1,0,4.0,5.0,8.0,7.0,5.0,13.0,0.6,0.53,0.57,0.52,0.55,0.54,0.0909,0.0909,0.0909
Markus Nutivaara,0.036000000000000004,2018-03-29,24.0,0,1,0,0,1,7.0,2.0,0.0,16.0,5.0,0.0,0.54,0.48,0.0,0.54,0.49,0.0,0.0886,0.0886,0.0886
Martin Marincin,0.0086,2020-01-10,28.0,1,1,0,0,1,1.0,1.0,0.0,3.0,4.0,0.0,0.48,0.5,0.25,0.47,0.51,0.42,0.0357,0.0357,0.0357
Martin Marincin,0.0086,2019-06-29,28.0,1,1,0,0,1,1.0,0.0,1.0,4.0,0.0,6.0,0.5,0.25,0.48,0.51,0.42,0.44,0.0294,0.0294,0.0294
Martin Marincin,0.0101,2018-07-01,27.0,0,1,0,0,1,0.0,1.0,1.0,0.0,6.0,6.0,0.25,0.48,0.43,0.42,0.44,0.48,0.0,0.0,0.0
Martin Marincin,0.0171,2016-07-29,25.0,0,0,0,0,1,1.0,1.0,0.0,6.0,4.0,6.0,0.43,0.42,0.43,0.48,0.46,0.43,0.0182,0.0182,0.0182
Martin Marincin,0.0098,2015-07-09,24.0,0,0,0,0,1,1.0,0.0,0.0,4.0,6.0,0.0,0.42,0.43,0.0,0.46,0.43,0.0,0.0263,0.0263,0.0263
Mason Appleton,0.011000000000000001,2020-10-09,25.0,0,0,1,1,0,5.0,3.0,0.0,3.0,6.0,0.0,0.43,0.47,0.0,0.45,0.48,0.0,0.0909,0.0909,0.0909
Mason Marchment,0.0098,2021-04-05,26.0,0,1,0,1,0,2.0,0.0,0.0,8.0,1.0,0.0,0.58,0.3,0.0,0.57,0.3,0.0,0.04,0.04,0.04
Mason Marchment,0.0086,2020-11-03,26.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Mathew Barzal,0.0859,2021-01-09,24.0,0,0,1,0,0,17.0,19.0,18.0,28.0,43.0,44.0,0.6,0.57,0.59,0.58,0.56,0.58,0.1269,0.1269,0.1269
Mathieu Joseph,0.009000000000000001,2020-12-23,24.0,0,0,1,1,0,4.0,13.0,0.0,3.0,13.0,0.0,0.52,0.52,0.0,0.51,0.5,0.0,0.1143,0.1143,0.1143
Mathieu Perreault,0.0565,2016-07-07,29.0,1,1,0,1,0,9.0,18.0,18.0,32.0,23.0,25.0,0.62,0.65,0.61,0.64,0.64,0.58,0.0677,0.0677,0.0677
Mathieu Perreault,0.0435,2014-07-01,27.0,1,1,0,1,0,18.0,6.0,16.0,25.0,11.0,14.0,0.61,0.58,0.55,0.58,0.57,0.58,0.15,0.15,0.15
Mathieu Perreault,0.0175,2012-07-05,25.0,0,1,0,1,0,16.0,7.0,4.0,14.0,7.0,5.0,0.55,0.6,0.5,0.58,0.6,0.53,0.2623,0.2623,0.2623
Mathieu Perreault,0.008199999999999999,2011-07-11,24.0,0,0,0,1,0,7.0,4.0,0.0,7.0,5.0,0.0,0.6,0.5,0.0,0.6,0.53,0.0,0.1707,0.1707,0.1707
Mats Zuccarello,0.0736,2019-07-01,32.0,1,1,0,1,0,12.0,16.0,15.0,27.0,37.0,43.0,0.53,0.55,0.6,0.52,0.51,0.57,0.1154,0.1154,0.1154
Mats Zuccarello,0.0652,2015-03-02,27.0,1,1,0,1,0,15.0,19.0,3.0,34.0,40.0,5.0,0.59,0.61,0.62,0.56,0.59,0.61,0.0974,0.0974,0.0974
Mats Zuccarello,0.0507,2014-07-22,27.0,0,1,0,1,0,19.0,3.0,2.0,40.0,5.0,1.0,0.61,0.62,0.72,0.59,0.61,0.68,0.1118,0.1118,0.1118
Mats Zuccarello,0.0179,2013-07-30,26.0,0,0,0,1,0,3.0,2.0,6.0,5.0,1.0,17.0,0.62,0.72,0.67,0.61,0.68,0.62,0.1111,0.1111,0.1111
Mats Zuccarello,0.0109,2013-03-29,25.0,0,0,0,1,0,3.0,2.0,6.0,5.0,1.0,17.0,0.62,0.72,0.67,0.61,0.68,0.62,0.1111,0.1111,0.1111
Matt Duchene,0.09820000000000001,2019-07-01,29.0,1,1,1,1,0,31.0,27.0,18.0,38.0,32.0,23.0,0.55,0.51,0.49,0.52,0.53,0.54,0.1802,0.1802,0.1802
Matt Duchene,0.0933,2013-07-18,23.0,0,1,1,1,0,17.0,14.0,27.0,26.0,14.0,40.0,0.48,0.6,0.57,0.5,0.59,0.54,0.1288,0.1288,0.1288
Matt Duchene,0.0583,2012-06-23,22.0,0,0,1,1,0,14.0,27.0,24.0,14.0,40.0,31.0,0.6,0.57,0.58,0.59,0.54,0.53,0.1061,0.1061,0.1061
Matt Dumba,0.0755,2018-07-21,24.0,0,1,0,0,1,14.0,11.0,10.0,36.0,23.0,16.0,0.53,0.55,0.55,0.48,0.52,0.54,0.0795,0.0795,0.0795
Matt Dumba,0.0349,2016-07-28,22.0,0,0,0,0,1,10.0,8.0,1.0,16.0,8.0,1.0,0.55,0.58,0.57,0.54,0.55,0.6,0.0658,0.0658,0.0658
Matt Grzelcyk,0.0452,2020-10-17,27.0,0,1,0,0,1,4.0,3.0,3.0,17.0,15.0,12.0,0.57,0.53,0.59,0.53,0.53,0.56,0.0357,0.0357,0.0357
Matt Grzelcyk,0.0187,2018-06-15,24.0,0,0,0,0,1,3.0,0.0,0.0,12.0,0.0,0.0,0.59,0.49,0.0,0.56,0.58,0.0,0.0366,0.0366,0.0366
Matt Irwin,0.0086,2020-10-09,33.0,1,1,0,0,1,0.0,1.0,2.0,4.0,6.0,6.0,0.42,0.48,0.46,0.47,0.52,0.49,0.0,0.0,0.0
Matt Irwin,0.009000000000000001,2018-01-09,30.0,1,1,0,0,1,2.0,3.0,0.0,6.0,11.0,0.0,0.46,0.48,0.21,0.49,0.48,0.45,0.0323,0.0323,0.0323
Matt Irwin,0.0089,2017-01-06,29.0,1,1,0,0,1,3.0,0.0,8.0,11.0,0.0,11.0,0.48,0.21,0.54,0.48,0.45,0.54,0.0306,0.0306,0.0306
Matt Irwin,0.0079,2016-07-01,29.0,1,1,0,0,1,0.0,8.0,2.0,0.0,11.0,17.0,0.21,0.54,0.57,0.45,0.54,0.54,0.0,0.0,0.0
Matt Irwin,0.011200000000000002,2015-07-10,28.0,1,1,0,0,1,8.0,2.0,6.0,11.0,17.0,6.0,0.54,0.57,0.58,0.54,0.54,0.56,0.086,0.086,0.086
Matt Irwin,0.015600000000000001,2013-04-03,25.0,1,1,0,0,1,6.0,0.0,0.0,6.0,0.0,0.0,0.58,0.0,0.0,0.56,0.0,0.0,0.0759,0.0759,0.0759
Matt Irwin,0.0108,2012-06-28,25.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Luff,0.0086,2020-10-05,24.0,0,0,0,1,0,1.0,8.0,0.0,4.0,3.0,0.0,0.5,0.43,0.0,0.51,0.45,0.0,0.04,0.04,0.04
Matt Martin,0.0184,2021-01-11,32.0,1,1,0,1,0,6.0,5.0,6.0,5.0,3.0,7.0,0.55,0.47,0.5,0.46,0.44,0.45,0.0882,0.0882,0.0882
Matt Martin,0.0342,2016-07-01,28.0,1,1,0,1,0,10.0,8.0,8.0,9.0,6.0,6.0,0.48,0.57,0.42,0.49,0.52,0.43,0.1163,0.1163,0.1163
Matt Martin,0.0167,2012-09-15,24.0,0,1,0,1,0,8.0,7.0,0.0,8.0,11.0,2.0,0.43,0.39,0.69,0.44,0.4,0.69,0.0593,0.0593,0.0593
Matt Roy,0.0387,2021-03-21,26.0,0,1,0,0,1,2.0,4.0,2.0,8.0,14.0,4.0,0.42,0.52,0.47,0.43,0.53,0.43,0.0351,0.0351,0.0351
Matt Roy,0.0086,2019-07-15,25.0,0,0,0,0,1,2.0,0.0,0.0,4.0,0.0,0.0,0.47,0.0,0.0,0.43,0.0,0.0,0.0588,0.0588,0.0588
Matt Tennyson,0.0086,2019-07-01,30.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.38,0.44,0.41,0.53,0.5,0.46,0.0,0.0,0.0
Matt Tennyson,0.0087,2017-07-01,28.0,1,1,0,0,1,0.0,1.0,2.0,6.0,3.0,6.0,0.41,0.59,0.45,0.46,0.51,0.49,0.0,0.0,0.0
Matt Tennyson,0.0092,2016-07-03,27.0,0,1,0,0,1,1.0,2.0,0.0,3.0,6.0,0.0,0.59,0.45,0.0,0.51,0.49,0.0,0.0435,0.0435,0.0435
Matt Tennyson,0.0091,2014-07-10,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.54,0.0,0.0,0.56,0.0,0.0,0.0,0.0
Matthew Benning,0.0123,2020-10-09,27.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Benning,0.0253,2018-06-19,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Highmore,0.0089,2020-04-02,24.0,0,0,0,1,0,2.0,0.0,2.0,4.0,0.0,0.0,0.43,0.0,0.47,0.47,0.0,0.49,0.0571,0.0571,0.0571
Matthew Tkachuk,0.0859,2019-09-25,22.0,0,0,0,1,0,34.0,24.0,13.0,43.0,25.0,35.0,0.62,0.63,0.61,0.62,0.63,0.6,0.165,0.165,0.165
Mattias Ekholm,0.0525,2015-10-26,26.0,0,1,0,0,1,7.0,1.0,0.0,11.0,8.0,0.0,0.53,0.49,0.61,0.54,0.48,0.71,0.0814,0.0814,0.0814
Mattias Ekholm,0.015,2014-07-09,25.0,0,0,0,0,1,1.0,0.0,0.0,8.0,0.0,0.0,0.49,0.61,0.46,0.48,0.71,0.56,0.0172,0.0172,0.0172
Mattias Janmark,0.0276,2020-10-12,28.0,1,1,1,1,0,6.0,7.0,19.0,15.0,18.0,15.0,0.51,0.46,0.46,0.48,0.46,0.5,0.069,0.069,0.069
Mattias Janmark,0.028900000000000002,2019-06-06,26.0,0,1,1,1,0,7.0,19.0,0.0,18.0,15.0,0.0,0.46,0.46,0.0,0.46,0.5,0.0,0.066,0.066,0.066
Mattias Janmark,0.028900000000000002,2018-07-25,26.0,0,0,1,1,0,19.0,0.0,15.0,15.0,0.0,14.0,0.46,0.0,0.54,0.5,0.0,0.54,0.1407,0.1407,0.1407
Mattias Janmark,0.0096,2017-04-27,24.0,0,0,1,1,0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,0.54,0.0,0.0,0.54,0.0,0.0,0.0,0.0
Max Domi,0.065,2020-10-07,26.0,0,1,1,1,0,17.0,28.0,9.0,28.0,44.0,36.0,0.59,0.57,0.55,0.58,0.56,0.55,0.095,0.095,0.095
Max Domi,0.042,2018-06-16,24.0,0,0,1,1,0,9.0,8.0,18.0,36.0,29.0,34.0,0.55,0.5,0.55,0.55,0.51,0.54,0.06,0.06,0.06
Max McCormick,0.0086,2020-10-28,29.0,1,1,0,1,0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.39,0.48,0.0,0.39,0.45,0.0,0.0,0.0
Max McCormick,0.0086,2019-07-25,28.0,1,1,0,1,0,1.0,3.0,0.0,0.0,2.0,0.0,0.39,0.48,0.32,0.39,0.45,0.44,0.0833,0.0833,0.0833
Max McCormick,0.0087,2017-06-27,26.0,0,1,0,1,0,0.0,2.0,0.0,0.0,2.0,0.0,0.32,0.5,0.0,0.44,0.49,0.0,0.0,0.0,0.0
Max McCormick,0.0089,2016-07-01,25.0,0,0,0,1,0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.49,0.0,0.0,0.0541,0.0541,0.0541
Max Pacioretty,0.08810000000000001,2018-09-10,30.0,1,1,0,1,0,17.0,35.0,30.0,20.0,32.0,34.0,0.55,0.57,0.59,0.56,0.57,0.58,0.0802,0.0802,0.0802
Max Pacioretty,0.075,2012-08-16,24.0,0,1,0,1,0,33.0,14.0,3.0,32.0,10.0,11.0,0.58,0.62,0.51,0.58,0.64,0.49,0.1154,0.1154,0.1154
Max Pacioretty,0.0253,2011-06-20,23.0,0,0,0,1,0,14.0,3.0,3.0,10.0,11.0,8.0,0.62,0.51,0.54,0.64,0.49,0.52,0.125,0.125,0.125
Michael Amadio,0.0086,2019-07-15,24.0,0,0,1,1,0,6.0,4.0,0.0,7.0,4.0,0.0,0.52,0.58,0.0,0.53,0.52,0.0,0.1622,0.1622,0.1622
Michael Bunting,0.009000000000000001,2019-07-05,24.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.54,0.0,0.0,0.2,0.2,0.2
Michael Bunting,0.009000000000000001,2018-07-14,23.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dal Colle,0.0086,2019-08-19,23.0,0,0,0,1,0,3.0,0.0,0.0,4.0,0.0,0.0,0.56,0.4,0.0,0.52,0.45,0.0,0.0882,0.0882,0.0882
Michael Del Zotto,0.0086,2021-01-10,30.0,1,1,0,0,1,4.0,2.0,1.0,9.0,13.0,9.0,0.47,0.45,0.42,0.47,0.46,0.46,0.0519,0.0519,0.0519
Michael Del Zotto,0.0092,2019-07-11,29.0,1,1,0,0,1,1.0,6.0,6.0,9.0,16.0,12.0,0.42,0.43,0.48,0.46,0.45,0.5,0.0222,0.0222,0.0222
Michael Del Zotto,0.04,2017-07-01,27.0,1,1,0,0,1,6.0,4.0,10.0,12.0,9.0,22.0,0.48,0.48,0.49,0.5,0.49,0.48,0.0652,0.0652,0.0652
Michael Del Zotto,0.054299999999999994,2015-07-16,25.0,0,1,0,0,1,10.0,3.0,3.0,22.0,13.0,18.0,0.49,0.5,0.5,0.48,0.53,0.51,0.084,0.084,0.084
Michael Del Zotto,0.018799999999999997,2014-08-12,24.0,0,0,0,0,1,3.0,3.0,10.0,13.0,18.0,31.0,0.5,0.5,0.59,0.53,0.51,0.53,0.0333,0.0333,0.0333
Michael Del Zotto,0.0397,2013-01-13,22.0,0,0,0,0,1,3.0,10.0,2.0,18.0,31.0,9.0,0.5,0.59,0.59,0.51,0.53,0.56,0.037,0.037,0.037
Michael Frolík,0.0092,2020-12-28,33.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Frolík,0.0184,2019-07-01,32.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Frolík,0.1341,2013-03-18,25.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Matheson,0.065,2017-10-07,24.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0
Michael McCarron,0.0086,2020-09-23,26.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.0,0.0,0.44,0.0,0.0,0.0
Michael McCarron,0.0086,2019-07-27,25.0,0,0,1,1,0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.44,0.57,0.0,0.44,0.5,0.0,0.0,0.0
Michael McCarron,0.011000000000000001,2018-09-10,24.0,0,0,1,1,0,0.0,1.0,1.0,1.0,4.0,1.0,0.44,0.57,0.44,0.44,0.5,0.48,0.0,0.0,0.0
Michael Stone,0.0086,2021-01-18,31.0,1,1,0,0,1,2.0,2.0,0.0,2.0,5.0,5.0,0.5,0.42,0.39,0.51,0.42,0.49,0.0488,0.0488,0.0488
Michael Stone,0.0086,2019-09-11,30.0,1,1,0,0,1,0.0,3.0,3.0,5.0,7.0,12.0,0.39,0.45,0.43,0.49,0.45,0.43,0.0,0.0,0.0
Michael Stone,0.0467,2017-06-30,28.0,1,1,0,0,1,3.0,6.0,3.0,12.0,30.0,15.0,0.43,0.49,0.44,0.43,0.49,0.47,0.037,0.037,0.037
Michael Stone,0.0548,2016-07-28,27.0,0,1,0,0,1,6.0,3.0,8.0,30.0,15.0,13.0,0.49,0.44,0.41,0.49,0.47,0.48,0.0373,0.0373,0.0373
Michael Stone,0.0179,2013-07-05,24.0,0,0,0,0,1,5.0,1.0,0.0,4.0,2.0,0.0,0.47,0.48,0.0,0.49,0.42,0.0,0.098,0.098,0.098
Miikka Salomäki,0.0086,2020-10-09,28.0,1,1,0,1,0,1.0,3.0,2.0,0.0,4.0,6.0,0.45,0.56,0.5,0.43,0.51,0.5,0.5,0.5,0.5
Miikka Salomäki,0.009399999999999999,2018-07-30,26.0,0,1,0,1,0,2.0,0.0,5.0,6.0,0.0,5.0,0.5,0.31,0.46,0.5,0.34,0.46,0.0392,0.0392,0.0392
Miikka Salomäki,0.0086,2016-03-01,23.0,0,0,0,1,0,5.0,1.0,0.0,5.0,0.0,0.0,0.46,0.94,0.0,0.46,0.59,0.0,0.082,0.082,0.082
Mika Zibanejad,0.0713,2017-07-25,25.0,0,1,1,0,0,13.0,21.0,20.0,23.0,30.0,26.0,0.57,0.52,0.59,0.53,0.52,0.57,0.113,0.113,0.113
Mika Zibanejad,0.036000000000000004,2015-06-25,23.0,0,0,1,0,0,20.0,16.0,7.0,26.0,17.0,13.0,0.59,0.55,0.61,0.57,0.57,0.58,0.1333,0.1333,0.1333
Mikael Backlund,0.0713,2018-02-16,29.0,1,1,1,0,0,14.0,22.0,21.0,31.0,31.0,26.0,0.5,0.5,0.47,0.54,0.54,0.51,0.0654,0.0654,0.0654
Mikael Backlund,0.0518,2015-06-20,27.0,0,1,1,0,0,10.0,18.0,8.0,17.0,21.0,8.0,0.51,0.53,0.58,0.47,0.52,0.54,0.0971,0.0971,0.0971
Mikael Backlund,0.0233,2013-07-10,25.0,0,0,1,0,0,8.0,4.0,10.0,8.0,7.0,15.0,0.58,0.53,0.55,0.54,0.51,0.55,0.0909,0.0909,0.0909
Mikael Backlund,0.0121,2012-07-05,24.0,0,0,1,0,0,4.0,10.0,1.0,7.0,15.0,9.0,0.53,0.55,0.59,0.51,0.55,0.6,0.0471,0.0471,0.0471
Mikael Granlund,0.046,2020-12-23,29.0,1,1,1,1,0,16.0,16.0,21.0,12.0,37.0,46.0,0.56,0.55,0.58,0.56,0.55,0.51,0.124,0.124,0.124
Mikael Granlund,0.0767,2017-08-01,26.0,0,1,1,1,0,26.0,13.0,8.0,43.0,31.0,31.0,0.57,0.6,0.58,0.51,0.55,0.55,0.1469,0.1469,0.1469
Mikael Granlund,0.041100000000000005,2015-07-01,24.0,0,0,1,1,0,8.0,8.0,2.0,31.0,33.0,6.0,0.58,0.56,0.54,0.55,0.52,0.48,0.0808,0.0808,0.0808
Mike Hoffman,0.049100000000000005,2021-01-11,31.0,1,1,0,1,0,17.0,29.0,35.0,19.0,28.0,34.0,0.57,0.58,0.54,0.55,0.6,0.57,0.1491,0.1491,0.1491
Mike Hoffman,0.0711,2016-07-27,27.0,0,1,0,1,0,29.0,27.0,3.0,30.0,21.0,3.0,0.55,0.57,0.64,0.56,0.57,0.61,0.1198,0.1198,0.1198
Mike Hoffman,0.027999999999999997,2015-08-03,26.0,0,0,0,1,0,27.0,3.0,0.0,21.0,3.0,0.0,0.57,0.64,0.48,0.57,0.61,0.53,0.1357,0.1357,0.1357
Mike Hoffman,0.0109,2014-06-20,25.0,0,0,0,1,0,3.0,0.0,0.0,3.0,0.0,0.0,0.64,0.48,0.35,0.61,0.53,0.5,0.0492,0.0492,0.0492
Mike Hoffman,0.0103,2013-07-18,24.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.35,0.0,0.53,0.5,0.0,0.0,0.0,0.0
Mike Reilly,0.0184,2019-06-26,26.0,0,1,0,0,1,3.0,2.0,1.0,9.0,16.0,0.0,0.5,0.49,0.56,0.56,0.49,0.55,0.0297,0.0297,0.0297
Mike Reilly,0.0097,2017-07-02,24.0,0,0,0,0,1,1.0,1.0,0.0,0.0,6.0,0.0,0.56,0.54,0.0,0.55,0.52,0.0,0.0526,0.0526,0.0526
Mikhail Grigorenko,0.0147,2020-07-13,27.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikhail Grigorenko,0.0178,2016-07-20,23.0,0,0,1,1,0,6.0,3.0,2.0,21.0,3.0,1.0,0.45,0.47,0.43,0.47,0.44,0.42,0.0714,0.0714,0.0714
Mikhail Grigorenko,0.0092,2015-07-16,22.0,0,0,1,1,0,3.0,2.0,1.0,3.0,1.0,4.0,0.47,0.43,0.48,0.44,0.42,0.47,0.0857,0.0857,0.0857
Mikhail Sergachev,0.058899999999999994,2020-11-25,22.0,0,0,0,0,1,10.0,6.0,9.0,23.0,26.0,31.0,0.54,0.54,0.61,0.54,0.55,0.58,0.0855,0.0855,0.0855
Mikko Rantanen,0.11349999999999999,2019-09-28,23.0,0,1,0,1,0,32.0,29.0,20.0,54.0,55.0,18.0,0.6,0.59,0.5,0.6,0.57,0.55,0.1649,0.1649,0.1649
Milan Lucic,0.08220000000000001,2016-07-01,29.0,1,1,0,1,0,20.0,18.0,24.0,35.0,26.0,35.0,0.63,0.52,0.61,0.64,0.55,0.59,0.1613,0.1613,0.1613
Milan Lucic,0.1,2012-09-15,25.0,0,1,0,1,0,26.0,30.0,9.0,35.0,32.0,11.0,0.58,0.6,0.49,0.6,0.59,0.55,0.1745,0.1745,0.1745
Miles Wood,0.0346,2018-09-22,23.0,0,0,0,1,0,19.0,8.0,0.0,13.0,9.0,0.0,0.54,0.5,0.44,0.52,0.47,0.47,0.1118,0.1118,0.1118
Mitch Reinke,0.0092,2020-10-18,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.59,0.0,0.0,0.0
Mitch Reinke,0.0092,2019-07-12,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.59,0.0,0.0,0.0,0.0
Mitchell Marner,0.1338,2019-09-13,23.0,0,1,0,1,0,26.0,22.0,19.0,69.0,47.0,42.0,0.59,0.62,0.58,0.56,0.59,0.56,0.1116,0.1116,0.1116
Mitchell Stephens,0.009000000000000001,2020-10-07,24.0,0,0,1,0,0,3.0,0.0,0.0,2.0,0.0,0.0,0.47,0.0,0.0,0.49,0.0,0.0,0.0698,0.0698,0.0698
Morgan Rielly,0.07,2016-04-13,22.0,0,1,0,0,1,9.0,8.0,2.0,27.0,21.0,25.0,0.5,0.48,0.48,0.51,0.51,0.49,0.0539,0.0539,0.0539
Nate Schmidt,0.0748,2018-10-25,27.0,1,1,0,0,1,5.0,3.0,2.0,31.0,14.0,14.0,0.52,0.53,0.46,0.5,0.52,0.47,0.0485,0.0485,0.0485
Nate Schmidt,0.0297,2017-08-05,26.0,0,1,0,0,1,3.0,2.0,1.0,14.0,14.0,3.0,0.53,0.46,0.54,0.52,0.47,0.54,0.05,0.05,0.05
Nate Schmidt,0.0111,2015-06-17,24.0,0,0,0,0,1,1.0,2.0,0.0,3.0,4.0,0.0,0.54,0.49,0.0,0.54,0.49,0.0,0.025,0.025,0.025
Nate Schmidt,0.0091,2014-07-13,23.0,0,0,0,0,1,2.0,0.0,0.0,4.0,0.0,0.0,0.49,0.0,0.0,0.49,0.0,0.0,0.0488,0.0488,0.0488
Nate Thompson,0.0092,2020-10-10,36.0,1,1,1,0,0,4.0,5.0,5.0,10.0,8.0,12.0,0.39,0.38,0.33,0.41,0.41,0.37,0.0597,0.0597,0.0597
Nate Thompson,0.0126,2019-04-25,34.0,1,1,1,0,0,5.0,5.0,1.0,8.0,12.0,1.0,0.38,0.33,0.38,0.41,0.37,0.36,0.0704,0.0704,0.0704
Nate Thompson,0.022000000000000002,2017-07-01,33.0,1,1,1,0,0,1.0,3.0,5.0,1.0,3.0,13.0,0.38,0.41,0.4,0.36,0.43,0.42,0.0526,0.0526,0.0526
Nate Thompson,0.024900000000000002,2013-03-24,28.0,1,1,1,0,0,7.0,9.0,10.0,8.0,6.0,15.0,0.36,0.38,0.44,0.37,0.37,0.41,0.1207,0.1207,0.1207
Nate Thompson,0.0152,2011-01-31,26.0,0,1,1,0,0,10.0,2.0,2.0,15.0,8.0,2.0,0.44,0.32,0.35,0.41,0.32,0.36,0.0813,0.0813,0.0813
Nathan Gerbe,0.0092,2020-02-02,32.0,1,1,0,1,0,4.0,0.0,0.0,6.0,0.0,0.0,0.52,0.0,0.35,0.47,0.0,0.46,0.0727,0.0727,0.0727
Nathan Gerbe,0.009000000000000001,2018-03-15,30.0,1,1,0,1,0,0.0,0.0,3.0,0.0,0.0,4.0,0.35,0.0,0.41,0.46,0.0,0.49,0.0,0.0,0.0
Nathan Gerbe,0.01,2018-01-25,30.0,1,1,0,1,0,0.0,0.0,3.0,0.0,0.0,4.0,0.35,0.0,0.41,0.46,0.0,0.49,0.0,0.0,0.0
Nathan Gerbe,0.008199999999999999,2016-07-01,29.0,1,1,0,1,0,3.0,10.0,16.0,4.0,18.0,15.0,0.41,0.52,0.55,0.49,0.55,0.54,0.0411,0.0411,0.0411
Nathan Gerbe,0.027200000000000002,2014-06-24,27.0,0,1,0,1,0,16.0,5.0,6.0,15.0,5.0,19.0,0.55,0.44,0.46,0.54,0.45,0.48,0.0724,0.0724,0.0724
Nathan Gerbe,0.0086,2013-07-26,26.0,0,0,0,1,0,5.0,6.0,16.0,5.0,19.0,15.0,0.44,0.46,0.58,0.45,0.48,0.57,0.0781,0.0781,0.0781
Nathan Gerbe,0.0226,2011-06-29,24.0,0,0,0,1,0,16.0,2.0,0.0,15.0,3.0,1.0,0.58,0.48,0.69,0.57,0.52,0.63,0.0936,0.0936,0.0936
Nathan MacKinnon,0.0863,2016-07-08,21.0,0,1,1,1,0,21.0,14.0,24.0,31.0,24.0,39.0,0.52,0.51,0.56,0.52,0.55,0.52,0.0857,0.0857,0.0857
Nathan Walker,0.0086,2019-07-01,26.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.51,0.29,0.0,0.47,0.46,0.0,0.0,0.0,0.0
Nathan Walker,0.0089,2017-06-01,23.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nazem Kadri,0.063,2016-04-13,25.0,0,1,1,0,0,17.0,18.0,20.0,28.0,21.0,30.0,0.58,0.53,0.5,0.59,0.54,0.5,0.0654,0.0654,0.0654
Nazem Kadri,0.0562,2015-07-05,25.0,0,0,1,0,0,18.0,20.0,18.0,21.0,30.0,26.0,0.53,0.5,0.55,0.54,0.5,0.52,0.1023,0.1023,0.1023
Nazem Kadri,0.0451,2013-09-10,23.0,0,0,1,0,0,18.0,5.0,3.0,26.0,2.0,9.0,0.55,0.55,0.53,0.52,0.55,0.54,0.1682,0.1682,0.1682
